,sentences,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_CCONJ_count,POS_ADV_count,POS_NOUN_count,POS_PRON_count,POS_VERB_count,POS_PROPN_count,POS_PUNCT_count,POS_AUX_count,POS_NUM_count,POS_PART_count,POS_SCONJ_count,POS_INTJ_count,POS_X_count,POS_SYM_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_CCONJ_count,%POS_ADV_count,%POS_NOUN_count,%POS_PRON_count,%POS_VERB_count,%POS_PROPN_count,%POS_PUNCT_count,%POS_AUX_count,%POS_NUM_count,%POS_PART_count,%POS_SCONJ_count,%POS_INTJ_count,%POS_X_count,%POS_SYM_count
49,Cytherea’s mother had unexpectedly inherited a large fortune and estates in the west of England by the rapid fall of some intervening lives.,0,23,"[['PROPN', 2], ['PART', 1], ['NOUN', 6], ['AUX', 1], ['ADV', 1], ['VERB', 2], ['DET', 4], ['ADJ', 2], ['CCONJ', 1], ['ADP', 4], ['PUNCT', 1]]",25,4.0,4.0,2.0,1.0,1.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,4.0,4.0,24.0,0.0,8.0,8.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
50,"This had caused their removal from the small house in Bloomsbury, and, as it appeared, a renunciation of their old friends in that quarter.",0,24,"[['PRON', 4], ['AUX', 1], ['VERB', 2], ['NOUN', 5], ['ADP', 4], ['DET', 3], ['ADJ', 2], ['PROPN', 1], ['PUNCT', 4], ['CCONJ', 1], ['SCONJ', 1]]",28,4.0,3.0,2.0,1.0,0.0,5.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.286,10.714,7.143,3.571,0.0,17.857,14.286,7.143,3.571,14.286,3.571,0.0,0.0,3.571,0.0,0.0,0.0
51,Young Graye concluded that his Cytherea had forgotten him and his love.,0,12,"[['PROPN', 3], ['VERB', 2], ['SCONJ', 1], ['PRON', 3], ['AUX', 1], ['CCONJ', 1], ['NOUN', 1], ['PUNCT', 1]]",13,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,0.0,7.692,23.077,15.385,23.077,7.692,7.692,0.0,0.0,7.692,0.0,0.0,0.0
52,But he could not forget her.,0,6,"[['CCONJ', 1], ['PRON', 2], ['AUX', 1], ['PART', 1], ['VERB', 1], ['PUNCT', 1]]",7,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,28.571,14.286,0.0,14.286,14.286,0.0,14.286,0.0,0.0,0.0,0.0
53,2.,0,1,"[['X', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
54,"FROM 1843 TO 1861 Eight years later, feeling lonely and depressed -- a man without relatives, with many acquaintances but no friends -- Ambrose Graye met a young lady of a different kind, fairly endowed with money and good gifts.",0,40,"[['ADP', 6], ['NUM', 3], ['NOUN', 9], ['ADV', 2], ['PUNCT', 6], ['VERB', 3], ['ADJ', 6], ['CCONJ', 3], ['DET', 4], ['PROPN', 2]]",44,6.0,4.0,6.0,3.0,2.0,9.0,0.0,3.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.636,9.091,13.636,6.818,4.545,20.455,0.0,6.818,4.545,13.636,0.0,6.818,0.0,0.0,0.0,0.0,0.0
55,"As to caring very deeply for another woman after the loss of Cytherea, it was an absolute impossibility with him.",0,20,"[['ADP', 6], ['VERB', 1], ['ADV', 2], ['DET', 3], ['NOUN', 3], ['PROPN', 1], ['PUNCT', 2], ['PRON', 2], ['AUX', 1], ['ADJ', 1]]",22,6.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,13.636,4.545,0.0,9.091,13.636,9.091,4.545,4.545,9.091,4.545,0.0,0.0,0.0,0.0,0.0,0.0
56,"With all, the beautiful things of the earth become more dear as they elude pursuit; but with some natures utter elusion is the one special event which will make a passing love permanent for ever.",0,35,"[['ADP', 4], ['PRON', 3], ['PUNCT', 3], ['DET', 5], ['ADJ', 6], ['NOUN', 7], ['VERB', 3], ['ADV', 2], ['SCONJ', 1], ['CCONJ', 1], ['AUX', 2], ['NUM', 1]]",38,4.0,5.0,6.0,1.0,2.0,7.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.526,13.158,15.789,2.632,5.263,18.421,7.895,7.895,0.0,7.895,5.263,2.632,0.0,2.632,0.0,0.0,0.0
57,This second young lady and Graye were married.,0,8,"[['DET', 1], ['ADJ', 2], ['NOUN', 1], ['CCONJ', 1], ['PROPN', 1], ['AUX', 1], ['VERB', 1], ['PUNCT', 1]]",9,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,11.111,0.0,11.111,0.0,11.111,11.111,11.111,11.111,0.0,0.0,0.0,0.0,0.0,0.0
58,"That he did not, first or last, love his wife as he should have done, was known to all; but few knew that his unmanageable heart could never be weaned from useless repining at the loss of its first idol.",0,40,"[['SCONJ', 3], ['PRON', 6], ['VERB', 6], ['PART', 1], ['PUNCT', 5], ['ADV', 2], ['CCONJ', 2], ['ADJ', 5], ['NOUN', 5], ['AUX', 5], ['ADP', 4], ['DET', 1]]",45,4.0,1.0,5.0,2.0,2.0,5.0,6.0,6.0,0.0,5.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,8.889,2.222,11.111,4.444,4.444,11.111,13.333,13.333,0.0,11.111,11.111,0.0,2.222,6.667,0.0,0.0,0.0
59,"His character to some extent deteriorated, as emotional constitutions will under the long sense of disappointment at having missed their imagined destiny.",0,22,"[['PRON', 2], ['NOUN', 6], ['ADP', 5], ['DET', 2], ['VERB', 3], ['PUNCT', 2], ['ADJ', 2], ['AUX', 2]]",24,5.0,2.0,2.0,0.0,0.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833,8.333,8.333,0.0,0.0,25.0,8.333,12.5,0.0,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0
60,"And thus, though naturally of a gentle and pleasant disposition, he grew to be not so tenderly regarded by his acquaintances as it is the lot of some of those persons to be.",0,33,"[['CCONJ', 2], ['ADV', 4], ['PUNCT', 3], ['SCONJ', 2], ['ADP', 4], ['DET', 3], ['ADJ', 2], ['NOUN', 4], ['PRON', 4], ['VERB', 2], ['PART', 3], ['AUX', 3]]",36,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,11.111,8.333,5.556,5.556,11.111,11.111,11.111,5.556,0.0,8.333,8.333,0.0,8.333,5.556,0.0,0.0,0.0
61,"The winning and sanguine receptivity of his early life developed by degrees a moody nervousness, and when not picturing prospects drawn from baseless hope he was the victim of indescribable depression.",0,31,"[['DET', 3], ['VERB', 4], ['CCONJ', 2], ['ADJ', 5], ['NOUN', 8], ['ADP', 4], ['PRON', 2], ['PUNCT', 2], ['SCONJ', 1], ['PART', 1], ['AUX', 1]]",33,4.0,3.0,5.0,2.0,0.0,8.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.121,9.091,15.152,6.061,0.0,24.242,6.061,12.121,0.0,6.061,3.03,0.0,3.03,3.03,0.0,0.0,0.0
62,"The practical issue of such a condition was improvidence, originally almost an unconscious improvidence, for every debt incurred had been mentally paid off with a religious exactness from the treasures of expectation before mentioned.",0,34,"[['DET', 7], ['ADJ', 3], ['NOUN', 8], ['ADP', 5], ['AUX', 3], ['PUNCT', 3], ['ADV', 3], ['SCONJ', 2], ['VERB', 3]]",37,5.0,7.0,3.0,0.0,3.0,8.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,13.514,18.919,8.108,0.0,8.108,21.622,0.0,8.108,0.0,8.108,8.108,0.0,0.0,5.405,0.0,0.0,0.0
63,"But as years revolved, the same course was continued from the lack of spirit sufficient for shifting out of an old groove when it has been found to lead to disaster.",0,31,"[['CCONJ', 1], ['SCONJ', 2], ['NOUN', 6], ['VERB', 5], ['PUNCT', 2], ['DET', 3], ['ADJ', 3], ['AUX', 3], ['ADP', 6], ['PRON', 1], ['PART', 1]]",33,6.0,3.0,3.0,1.0,0.0,6.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,18.182,9.091,9.091,3.03,0.0,18.182,3.03,15.152,0.0,6.061,9.091,0.0,3.03,6.061,0.0,0.0,0.0
64,"In the year 1861 his wife died, leaving him a widower with two children.",0,14,"[['ADP', 2], ['DET', 2], ['NOUN', 4], ['NUM', 2], ['PRON', 2], ['VERB', 2], ['PUNCT', 2]]",16,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,25.0,12.5,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0
65,"The elder, a son named Owen, now just turned seventeen, was taken from school, and initiated as pupil to the profession of architect in his father’s office.",0,27,"[['DET', 3], ['NOUN', 8], ['PUNCT', 5], ['VERB', 4], ['PROPN', 1], ['ADV', 2], ['NUM', 1], ['AUX', 1], ['ADP', 5], ['CCONJ', 1], ['PRON', 1], ['PART', 1]]",33,5.0,3.0,0.0,1.0,2.0,8.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.152,9.091,0.0,3.03,6.061,24.242,3.03,12.121,3.03,15.152,3.03,3.03,3.03,0.0,0.0,0.0,0.0
66,"The remaining child was a daughter, and Owen’s junior by a year.",0,12,"[['DET', 3], ['VERB', 1], ['NOUN', 4], ['AUX', 1], ['PUNCT', 2], ['CCONJ', 1], ['PROPN', 1], ['PART', 1], ['ADP', 1]]",15,1.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.667,20.0,0.0,6.667,0.0,26.667,0.0,6.667,6.667,13.333,6.667,0.0,6.667,0.0,0.0,0.0,0.0
67,"Her christian name was Cytherea, and it is easy to guess why.",0,12,"[['PRON', 2], ['ADJ', 2], ['NOUN', 1], ['AUX', 2], ['PROPN', 1], ['PUNCT', 2], ['CCONJ', 1], ['PART', 1], ['VERB', 1], ['SCONJ', 1]]",14,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.286,7.143,0.0,7.143,14.286,7.143,7.143,14.286,14.286,0.0,7.143,7.143,0.0,0.0,0.0
68,3.,0,1,"[['X', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
69,"OCTOBER THE TWELFTH, 1863 We pass over two years in order to reach the next cardinal event of these persons’ lives.",0,21,"[['PROPN', 2], ['DET', 3], ['PUNCT', 2], ['NUM', 2], ['PRON', 1], ['VERB', 2], ['ADP', 3], ['NOUN', 6], ['PART', 2], ['ADJ', 1]]",24,3.0,3.0,1.0,0.0,0.0,6.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.5,12.5,4.167,0.0,0.0,25.0,4.167,8.333,8.333,8.333,0.0,8.333,8.333,0.0,0.0,0.0,0.0
70,"The scene is still the Grayes’ native town of Hocbridge, but as it appeared on a Monday afternoon in the month of October.",0,23,"[['DET', 4], ['NOUN', 4], ['AUX', 1], ['ADV', 1], ['PROPN', 4], ['PART', 1], ['ADJ', 1], ['ADP', 4], ['PUNCT', 2], ['CCONJ', 1], ['SCONJ', 1], ['PRON', 1], ['VERB', 1]]",26,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.385,15.385,3.846,3.846,3.846,15.385,3.846,3.846,15.385,7.692,3.846,0.0,3.846,3.846,0.0,0.0,0.0
71,"The weather was sunny and dry, but the ancient borough was to be seen wearing one of its least attractive aspects.",0,21,"[['DET', 2], ['NOUN', 3], ['AUX', 3], ['ADJ', 5], ['CCONJ', 2], ['PUNCT', 2], ['PART', 1], ['VERB', 2], ['NUM', 1], ['ADP', 1], ['PRON', 1]]",23,1.0,2.0,5.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.348,8.696,21.739,8.696,0.0,13.043,4.348,8.696,0.0,8.696,13.043,4.348,4.348,0.0,0.0,0.0,0.0
72,First on account of the time.,0,6,"[['ADV', 1], ['ADP', 2], ['NOUN', 2], ['DET', 1], ['PUNCT', 1]]",7,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,14.286,0.0,0.0,14.286,28.571,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"It was that stagnant hour of the twenty-four when the practical garishness of Day, having escaped from the fresh long shadows and enlivening newness of the morning, has not yet made any perceptible advance towards acquiring those mellow and soothing tones which grace its decline.",0,45,"[['PRON', 3], ['AUX', 3], ['DET', 7], ['ADJ', 6], ['NOUN', 9], ['ADP', 5], ['NUM', 2], ['PUNCT', 4], ['SCONJ', 1], ['VERB', 6], ['CCONJ', 2], ['PART', 1], ['ADV', 1]]",50,5.0,7.0,6.0,2.0,1.0,9.0,3.0,6.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,14.0,12.0,4.0,2.0,18.0,6.0,12.0,0.0,8.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0
74,"Next, it was that stage in the progress of the week when business -- which, carried on under the gables of an old country place, is not devoid of a romantic sparkle -- was well-nigh extinguished.",0,36,"[['ADV', 2], ['PUNCT', 7], ['PRON', 2], ['AUX', 3], ['DET', 6], ['NOUN', 9], ['ADP', 6], ['SCONJ', 1], ['VERB', 2], ['ADJ', 3], ['PART', 1]]",42,6.0,6.0,3.0,0.0,2.0,9.0,2.0,2.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,14.286,14.286,7.143,0.0,4.762,21.429,4.762,4.762,0.0,16.667,7.143,0.0,2.381,2.381,0.0,0.0,0.0
75,"Lastly, the town was intentionally bent upon being attractive by exhibiting to an influx of visitors the local talent for dramatic recitation, and provincial towns trying to be lively are the dullest of dull things.",0,35,"[['ADV', 2], ['PUNCT', 3], ['DET', 4], ['NOUN', 7], ['AUX', 4], ['ADJ', 8], ['SCONJ', 1], ['ADP', 5], ['VERB', 2], ['CCONJ', 1], ['PART', 1]]",38,5.0,4.0,8.0,1.0,2.0,7.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,13.158,10.526,21.053,2.632,5.263,18.421,0.0,5.263,0.0,7.895,10.526,0.0,2.632,2.632,0.0,0.0,0.0
76,"Little towns are like little children in this respect, that they interest most when they are enacting native peculiarities unconscious of beholders.",0,22,"[['ADJ', 4], ['NOUN', 5], ['AUX', 2], ['ADP', 3], ['DET', 1], ['PUNCT', 2], ['SCONJ', 2], ['PRON', 2], ['VERB', 2], ['ADV', 1]]",24,3.0,1.0,4.0,0.0,1.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.5,4.167,16.667,0.0,4.167,20.833,8.333,8.333,0.0,8.333,8.333,0.0,0.0,8.333,0.0,0.0,0.0
77,"Discovering themselves to be watched they attempt to be entertaining by putting on an antic, and produce disagreeable caricatures which spoil them.",0,22,"[['VERB', 6], ['PRON', 4], ['PART', 2], ['AUX', 2], ['ADJ', 3], ['ADP', 2], ['DET', 1], ['PUNCT', 2], ['CCONJ', 1], ['NOUN', 1]]",24,2.0,1.0,3.0,1.0,0.0,1.0,4.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,8.333,4.167,12.5,4.167,0.0,4.167,16.667,25.0,0.0,8.333,8.333,0.0,8.333,0.0,0.0,0.0,0.0
78,"The weather-stained clock-face in the low church tower standing at the intersection of the three chief streets was expressing half-past two to the Town Hall opposite, where the much talked-of reading from Shakespeare was about to begin.",0,37,"[['DET', 6], ['NOUN', 9], ['PUNCT', 6], ['VERB', 5], ['ADP', 6], ['ADJ', 6], ['NUM', 2], ['AUX', 2], ['PROPN', 3], ['SCONJ', 1], ['PART', 1]]",47,6.0,6.0,6.0,0.0,0.0,9.0,0.0,5.0,3.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.766,12.766,12.766,0.0,0.0,19.149,0.0,10.638,6.383,12.766,4.255,4.255,2.128,2.128,0.0,0.0,0.0
79,"The doors were open, and those persons who had already assembled within the building were noticing the entrance of the new-comers -- silently criticizing their dress -- questioning the genuineness of their teeth and hair -- estimating their private means.",0,40,"[['DET', 6], ['NOUN', 10], ['AUX', 3], ['ADJ', 3], ['PUNCT', 6], ['CCONJ', 2], ['PRON', 4], ['ADV', 2], ['VERB', 5], ['ADP', 3]]",44,3.0,6.0,3.0,2.0,2.0,10.0,4.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818,13.636,6.818,4.545,4.545,22.727,9.091,11.364,0.0,13.636,6.818,0.0,0.0,0.0,0.0,0.0,0.0
80,Among these later ones came an exceptional young maiden who glowed amid the dulness like a single bright-red poppy in a field of brown stubble.,0,25,"[['ADP', 5], ['DET', 5], ['ADJ', 8], ['NOUN', 4], ['VERB', 2], ['PRON', 1], ['PUNCT', 2], ['PROPN', 1]]",28,5.0,5.0,8.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857,17.857,28.571,0.0,0.0,14.286,3.571,7.143,3.571,7.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,"She wore an elegant dark jacket, lavender dress, hat with grey strings and trimmings, and gloves of a colour to harmonize.",0,21,"[['PRON', 1], ['VERB', 2], ['DET', 2], ['ADJ', 4], ['NOUN', 7], ['PUNCT', 4], ['ADP', 2], ['CCONJ', 2], ['PART', 1]]",25,2.0,2.0,4.0,2.0,0.0,7.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,8.0,0.0,28.0,4.0,8.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
82,"She lightly walked up the side passage of the room, cast a slight glance around, and entered the seat pointed out to her.",0,23,"[['PRON', 2], ['ADV', 2], ['VERB', 4], ['ADP', 4], ['DET', 4], ['NOUN', 5], ['PUNCT', 3], ['ADJ', 1], ['CCONJ', 1]]",26,4.0,4.0,1.0,1.0,2.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15.385,3.846,3.846,7.692,19.231,7.692,15.385,0.0,11.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,The young girl was Cytherea Graye; her age was now about eighteen.,0,12,"[['DET', 1], ['ADJ', 1], ['NOUN', 2], ['AUX', 2], ['PROPN', 2], ['PUNCT', 2], ['PRON', 1], ['ADV', 2], ['NUM', 1]]",14,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143,7.143,0.0,14.286,14.286,7.143,0.0,14.286,14.286,14.286,7.143,0.0,0.0,0.0,0.0,0.0
84,"During her entry, and at various times whilst sitting in her seat and listening to the reader on the platform, her personal appearance formed an interesting subject of study for several neighbouring eyes.",0,33,"[['ADP', 7], ['PRON', 3], ['NOUN', 10], ['PUNCT', 3], ['CCONJ', 2], ['ADJ', 4], ['SCONJ', 1], ['VERB', 3], ['DET', 3]]",36,7.0,3.0,4.0,2.0,0.0,10.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.444,8.333,11.111,5.556,0.0,27.778,8.333,8.333,0.0,8.333,0.0,0.0,0.0,2.778,0.0,0.0,0.0
85,"Her face was exceedingly attractive, though artistically less perfect than her figure, which approached unusually near to the standard of faultlessness.",0,21,"[['PRON', 3], ['NOUN', 4], ['AUX', 1], ['ADV', 6], ['ADJ', 2], ['PUNCT', 3], ['ADP', 3], ['VERB', 1], ['DET', 1]]",24,3.0,1.0,2.0,0.0,6.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.167,8.333,0.0,25.0,16.667,12.5,4.167,0.0,12.5,4.167,0.0,0.0,0.0,0.0,0.0,0.0
86,"But even this feature of hers yielded the palm to the gracefulness of her movement, which was fascinating and delightful to an extreme degree.",0,24,"[['CCONJ', 2], ['ADV', 1], ['DET', 4], ['NOUN', 5], ['ADP', 4], ['PRON', 3], ['VERB', 1], ['PUNCT', 2], ['AUX', 1], ['ADJ', 3]]",26,4.0,4.0,3.0,2.0,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15.385,11.538,7.692,3.846,19.231,11.538,3.846,0.0,7.692,3.846,0.0,0.0,0.0,0.0,0.0,0.0
87,"Indeed, motion was her speciality, whether shown on its most extended scale of bodily progression, or minutely, as in the uplifting of her eyelids, the bending of her fingers, the pouting of her lip.",0,34,"[['ADV', 3], ['PUNCT', 7], ['NOUN', 10], ['AUX', 1], ['PRON', 5], ['SCONJ', 1], ['VERB', 1], ['ADP', 7], ['ADJ', 2], ['CCONJ', 1], ['DET', 3]]",41,7.0,3.0,2.0,1.0,3.0,10.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.073,7.317,4.878,2.439,7.317,24.39,12.195,2.439,0.0,17.073,2.439,0.0,0.0,2.439,0.0,0.0,0.0
88,The carriage of her head -- motion within motion -- a glide upon a glide -- was as delicate as that of a magnetic needle.,0,25,"[['DET', 4], ['NOUN', 7], ['ADP', 4], ['PRON', 2], ['PUNCT', 4], ['SCONJ', 1], ['AUX', 1], ['ADV', 1], ['ADJ', 2]]",26,4.0,4.0,2.0,0.0,1.0,7.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.385,15.385,7.692,0.0,3.846,26.923,7.692,0.0,0.0,15.385,3.846,0.0,0.0,3.846,0.0,0.0,0.0
89,"And this flexibility and elasticity had never been taught her by rule, nor even been acquired by observation, but, nullo cultu, had naturally developed itself with her years.",0,28,"[['CCONJ', 4], ['DET', 1], ['NOUN', 6], ['AUX', 4], ['ADV', 3], ['VERB', 3], ['PRON', 3], ['ADP', 3], ['PUNCT', 5], ['PROPN', 1]]",33,3.0,1.0,0.0,4.0,3.0,6.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,3.03,0.0,12.121,9.091,18.182,9.091,9.091,3.03,15.152,12.121,0.0,0.0,0.0,0.0,0.0,0.0
90,"In childhood, a stone or stalk in the way, which had been the inevitable occasion of a fall to her playmates, had usually left her safe and upright on her feet after the narrowest escape by oscillations and whirls for the preservation of her balance.",0,45,"[['ADP', 9], ['NOUN', 12], ['PUNCT', 4], ['DET', 6], ['CCONJ', 3], ['VERB', 2], ['PRON', 5], ['AUX', 3], ['ADJ', 4], ['ADV', 1]]",49,9.0,6.0,4.0,3.0,1.0,12.0,5.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.367,12.245,8.163,6.122,2.041,24.49,10.204,4.082,0.0,8.163,6.122,0.0,0.0,0.0,0.0,0.0,0.0
91,"At mixed Christmas parties, when she numbered but twelve or thirteen years, and was heartily despised on that account by lads who deemed themselves men, her apt lightness in the dance covered this incompleteness in her womanhood, and compelled the self-same youths in spite of resolutions to seize upon her childish figure as a partner whom they could not afford to contemn.",0,62,"[['ADP', 8], ['ADJ', 4], ['PROPN', 1], ['NOUN', 15], ['PUNCT', 6], ['SCONJ', 2], ['PRON', 8], ['VERB', 8], ['CCONJ', 4], ['NUM', 2], ['AUX', 2], ['ADV', 1], ['DET', 5], ['PART', 3]]",69,8.0,5.0,4.0,4.0,1.0,15.0,8.0,8.0,1.0,6.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,11.594,7.246,5.797,5.797,1.449,21.739,11.594,11.594,1.449,8.696,2.899,2.899,4.348,2.899,0.0,0.0,0.0
92,"And in later years, when the instincts of her sex had shown her this point as the best and rarest feature in her external self, she was not found wanting in attention to the cultivation of finish in its details.",0,40,"[['CCONJ', 2], ['ADP', 8], ['ADJ', 4], ['NOUN', 10], ['PUNCT', 3], ['SCONJ', 1], ['DET', 4], ['PRON', 5], ['AUX', 2], ['VERB', 3], ['PART', 1]]",43,8.0,4.0,4.0,2.0,0.0,10.0,5.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,18.605,9.302,9.302,4.651,0.0,23.256,11.628,6.977,0.0,6.977,4.651,0.0,2.326,2.326,0.0,0.0,0.0
93,"Her hair rested gaily upon her shoulders in curls and was of a shining corn yellow in the high lights, deepening to a definite nut-brown as each curl wound round into the shade.",0,33,"[['PRON', 2], ['NOUN', 9], ['VERB', 4], ['ADV', 2], ['SCONJ', 2], ['ADP', 5], ['CCONJ', 1], ['AUX', 1], ['DET', 5], ['ADJ', 3], ['PUNCT', 3]]",37,5.0,5.0,3.0,1.0,2.0,9.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.514,13.514,8.108,2.703,5.405,24.324,5.405,10.811,0.0,8.108,2.703,0.0,0.0,5.405,0.0,0.0,0.0
94,"She had eyes of a sapphire hue, though rather darker than the gem ordinarily appears; they possessed the affectionate and liquid sparkle of loyalty and good faith as distinguishable from that harder brightness which seems to express faithfulness only to the object confronting them.",0,44,"[['PRON', 4], ['VERB', 6], ['NOUN', 10], ['ADP', 5], ['DET', 5], ['PUNCT', 3], ['SCONJ', 2], ['ADV', 3], ['ADJ', 6], ['CCONJ', 2], ['PART', 1]]",47,5.0,5.0,6.0,2.0,3.0,10.0,4.0,6.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.638,10.638,12.766,4.255,6.383,21.277,8.511,12.766,0.0,6.383,0.0,0.0,2.128,4.255,0.0,0.0,0.0
